"c","x","y","people","typePoint","point","words","frame","name","date","x2","y2","nx","ny"
0,NA,NA,1,"pose_keypoints",24,"later_than",3,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0.834636,92.4007,84.5832,1,"pose_keypoints",0,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,5.8794,44.0028,0.180647799523598,1.36413754114724
0.795719,86.5213,128.586,1,"pose_keypoints",1,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,0,0,0,0
0.769508,54.2706,128.597,1,"pose_keypoints",2,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-32.2507,-0.0109999999999957,-0.999970043664909,0.000868135065839986
0.706632,43.4775,197.944,1,"pose_keypoints",3,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-43.0438,-69.358,-1.33202257397181,-2.14891156495983
0.77857,27.8327,267.363,1,"pose_keypoints",4,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-58.6886,-138.777,-1.81450500500152,-4.30074179980605
0.76196,118.773,128.547,1,"pose_keypoints",5,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,32.2517,0.0390000000000157,1,0
0.741179,151.974,191.097,1,"pose_keypoints",6,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,65.4527,-62.511,2.03178085286828,-1.94068031927811
0.813973,146.148,175.5,1,"pose_keypoints",7,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,59.6267,-46.914,1.85055415657377,-1.45685875820829
0.503424,87.5183,247.827,1,"pose_keypoints",8,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,0.997,-119.241,0.0353839483365592,-3.69724324528583
0.513839,66.0135,249.783,1,"pose_keypoints",9,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-20.5078,-121.197,-0.631324044466431,-3.75708500210115
0.488082,66.0183,331.902,1,"pose_keypoints",10,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,-20.503,-203.316,-0.628096257546605,-6.30328026882166
0,NA,NA,1,"pose_keypoints",11,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,NA,NA,NA,NA
0.474917,108.017,246.847,1,"pose_keypoints",12,"later_than",4,"2015-03-26_2100_US_WEWS_Live_on_5_1221-1225_ID509_later_than",2015-03-26,21.4957,-118.261,0.670933234696252,-3.66762578084731
